GCF_000328525.1	HALRU_RS13625	WP_015301968.1	NC_019964.1	2833893	2836851
GCF_000186365.1	DESMU_RS06390	WP_013562774.1	NC_014961.1	1203053	1203500
GCF_002214565.1	A3L10_RS08035	WP_088867127.1	NZ_CP015106.1	1445514	1446834
GCF_000024625.1	METVU_RS06020	WP_015733304.1	NC_013407.1	1216518	1220112
GCF_001305655.1	HLASA_RS07560	WP_050048735.1	NZ_CP011564.1	1515038	1518902
GCF_000016525.1	MSM_RS08730	WP_011954744.1	NC_009515.1	1801219	1802788
GCF_000025665.1	ABOO_RS06725	WP_008083879.1	NC_013926.1	1273329	1276317
GCF_000189575.1	SIH_RS04095	WP_014512295.1	NC_017275.1	768158	769118
GCF_000970265.1	MSLAZ_RS19375	WP_048126722.1	NZ_CP009515.1	2669907	2671635
GCF_000008665.1	AF_RS13325	WP_048064565.1	NC_000917.1	2094412	2094724
GCF_000970165.1	MSMAW_RS08025	WP_048044700.1	NZ_CP009509.1	1865383	1868245
GCF_000017165.1	MEVAN_RS08395	WP_012066438.1	NC_009634.1	1649914	1651033
GCF_001027005.1	MCM1_RS02750	WP_052712806.1	NZ_CP008746.1	707491	709219
GCF_000151105.2	TERMP_RS08545	WP_013468000.1	NC_014804.1	1518881	1519508
GCF_000970205.1	MSMAS_RS15980	WP_011033612.1	NZ_CP009512.1	3713636	3715133
GCF_000022205.1	HLAC_RS15730	WP_015911597.1	NC_012028.1	460999	464896
GCF_000024185.1	MRU_RS00135	WP_012954834.1	NC_013790.1	37237	38257
GCF_001563245.1	YLM1_RS03525	WP_067146356.1	NZ_CP014265.1	833662	834925
GCF_000152265.2	FACI_RS05320	WP_009887106.1	NC_021592.1	1047758	1049186
GCF_000145295.1	MTBMA_RS00385	WP_013294916.1	NC_014408.1	73272	75918
GCF_000970085.1	MSSIT_RS07265	WP_048171239.1	NZ_CP009506.1	1693487	1695797
GCF_000189575.1	SIH_RS07605	WP_014512687.1	NC_017275.1	1416907	1418668
