GCF_000980155.1	DU81_RS07495	WP_048041376.1	NZ_JJRA01000069.1	57227	57851
GCF_000243315.1	METMK1DRAFT_RS15420	WP_009070212.1	NZ_JH597761.1	230885	232211
GCF_900110215.1	BMX17_RS02090	WP_092657158.1	NZ_FOCX01000002.1	8729	9572
GCF_000739575.1	ACP99_RS09670	WP_049986411.1	NZ_BBJO01000021.1	19998	21786
GCF_000063445.1	RCI_RS16065	WP_012034694.1	NC_009464.1	391894	392977
GCF_000264495.1	TCELL_RS01900	WP_014737042.1	NC_017954.1	341841	344955
GCF_900114835.1	BM008_RS11885	WP_091937279.1	NZ_FOUJ01000005.1	152412	153435
GCF_000022545.1	TSIB_RS03380	WP_015848971.1	NC_012883.1	636559	638878
GCF_001989615.1	BV210_RS08165	WP_077206151.1	NZ_CP019067.1	1612633	1614694
GCF_001266695.1	MsedC_RS08905	WP_012021692.1	NZ_CP012174.1	1684371	1687167
GCF_000015765.1	MLAB_RS04805	WP_011833283.1	NC_008942.1	905605	907540
GCF_900167955.1	C0Q33_RS03125	WP_101477155.1	NZ_FUYK01000005.1	58975	60916
GCF_001017125.1	SZ63_RS06235	WP_048182736.1	NZ_JXOJ01000002.1	696957	697788
GCF_001886955.1	HSR6_RS10705	WP_070365866.1	NZ_CP016804.1	2075053	2077117
GCF_000023945.1	HUTA_RS11545	WP_015790091.1	NC_013158.1	2404429	2406487
GCF_001266675.1	MsedB_RS08910	WP_012021692.1	NZ_CP012173.1	1684369	1687165
GCF_001261915.1	SD626R_RS02830	WP_092563177.1	NZ_CVRT01000031.1	98114	99479
GCF_900108505.1	BLW38_RS14905	WP_245710260.1	NZ_FNWU01000026.1	6599	8357
GCF_000214725.1	MSWAN_RS11735	WP_013826869.1	NC_015574.1	2451542	2452202
GCF_900110455.1	BMY29_RS20410	WP_049988535.1	NZ_FOIS01000002.1	385488	386811
GCF_000979185.1	DU71_RS09565	WP_048037836.1	NZ_JJQI01000070.1	1362	3375
GCF_000337195.1	C489_RS02050	WP_006429454.1	NZ_AOID01000007.1	2068	2884
GCF_000011205.1	STK_RS13535	WP_010980545.1	NC_003106.2	2459871	2460885
GCF_000063445.1	RCI_RS08830	WP_012036085.1	NC_009464.1	1775486	1778069
GCF_000195915.1	TA_RS07765	WP_010901900.1	NC_002578.1	1554746	1556273
GCF_002813675.1	BK008_RS10020	WP_100907682.1	NZ_CP017767.1	2041101	2043057
GCF_000979185.1	DU71_RS13880	WP_048036500.1	NZ_JJQI01000103.1	1106	1907
GCF_000966265.1	PFER_RS09750	WP_048151605.1	NZ_LANF01000018.1	142522	144676
