GCF_000970265.1	MSLAZ_RS12255	WP_048127140.1	NZ_CP009515.1	2975630	2978066
GCF_900079115.1	SSOP1_RS07390	WP_009988400.1	NZ_LT549890.1	1340731	1341376
GCF_000979385.1	EO92_RS05565	WP_048169913.1	NZ_JJOV01000033.1	53456	54251
GCF_002214545.1	A3L14_RS03770	WP_055429006.1	NZ_CP015105.1	688515	689232
GCF_900110455.1	BMY29_RS10795	WP_049992245.1	NZ_FOIS01000003.1	146981	149573
GCF_900064395.1	CCY56_RS00025	WP_087035202.1	NZ_FJMQ01000001.1	3744	5319
GCF_900064395.1	CCY56_RS08255	WP_087037339.1	NZ_FJMQ01000126.1	3954	5319
GCF_001560285.1	ATZ00_RS10800	WP_011278683.1	NZ_LPRT01000010.1	54202	54868
GCF_001484685.1	ADU37_RS08675	WP_058947210.1	NZ_CP012200.1	1551277	1551724
GCF_000327485.1	METFOR_RS10530	WP_015286121.1	NC_019943.1	2108914	2109667
GCF_000337895.1	C446_RS13215	WP_049920230.1	NZ_AOMA01000137.1	5125	7248
GCF_000979205.1	DU75_RS12585	WP_152557980.1	NZ_JJQO01000282.1	38779	39598
GCF_000243315.1	METMK1DRAFT_RS01725	WP_009070156.1	NZ_JH597761.1	197156	198752
GCF_000211475.1	PNA2_RS09250	WP_013749293.1	NC_015474.1	1709651	1710464
GCF_001560755.1	ATZ24_RS09155	WP_230937919.1	NZ_LPSQ01000006.1	666847	667642
GCF_000979105.1	DU44_RS10365	WP_048038561.1	NZ_JJQA01000077.1	19043	19646
GCF_001719125.1	BFU36_RS00040	WP_221929521.1	NZ_CP017006.1	20820	21867
GCF_000022425.1	M1627_RS11075	WP_012712079.1	NC_012632.1	2042968	2043577
GCF_002215445.1	B6A16_RS10235	WP_011278847.1	NZ_CP020361.1	1895164	1896001
GCF_000970265.1	MSLAZ_RS12245	WP_048127136.1	NZ_CP009515.1	2973955	2974945
GCF_001316085.1	JCM16833_RS10850	WP_054846529.1	NZ_BBCL01000019.1	9376	10912
GCF_000214415.1	METIG_RS06755	WP_013799474.1	NC_015562.1	1358188	1359004
GCF_000970025.1	MSBRM_RS01105	WP_048154153.1	NZ_CP009528.1	238271	238961
GCF_000213215.1	AHOS_RS09000	WP_013776519.1	NC_015518.1	1561362	1562121
GCF_000275605.1	PFC_RS04695	WP_011012259.1	NC_018092.1	869767	870277
GCF_001953745.1	A6E15_RS08195	WP_076145394.1	NZ_LWLN01000001.1	1615370	1616363
GCF_000011205.1	STK_RS00095	WP_010977945.1	NC_003106.2	19415	20111
GCF_000011205.1	STK_RS09790	WP_069168154.1	NC_003106.2	1763015	1763801
GCF_001560045.1	ATY87_RS05320	WP_011278063.1	NZ_LPRH01000006.1	22488	23778
GCF_000978945.1	DU49_RS08370	WP_048037741.1	NZ_JJPB01000085.1	2034	3798
GCF_000007225.1	PAE_RS00245	WP_011007019.1	NC_003364.1	43193	43481
GCF_000152265.2	FACI_RS00015	WP_009886018.1	NC_021592.1	2685	3672
GCF_000979265.1	DU80_RS13375	WP_015411192.1	NZ_JJQU01000196.1	21272	21875
GCF_000739065.1	JH146_RS02200	WP_048201470.1	NZ_CP009149.1	431953	432217
GCF_001729285.1	A9507_RS00880	WP_069582310.1	NZ_LZPM01000003.1	122396	122990
GCF_000979455.1	EO98_RS08455	WP_048142893.1	NZ_JJOY01000030.1	163852	164476
GCF_000213215.1	AHOS_RS05425	WP_245527049.1	NC_015518.1	955685	956210
GCF_000190315.1	VMUT_RS07675	WP_013604857.1	NC_015151.1	1476977	1477955
GCF_002116695.1	B6F84_RS00130	WP_148690337.1	NZ_CP020477.1	65091	65850
GCF_900079115.1	SSOP1_RS10110	WP_009992992.1	NZ_LT549890.1	1876047	1879185
GCF_001560355.1	ATZ03_RS08255	WP_011278791.1	NZ_LPRW01000008.1	81596	82499
GCF_000632495.1	CM19_RS12260	WP_048100742.1	NZ_JFZT01000068.1	7409	8420
GCF_001560755.1	ATZ24_RS08605	WP_011278688.1	NZ_LPSQ01000006.1	555784	556702
GCF_000234805.1	P186_RS04115	WP_014288148.1	NC_016645.1	747771	750840
GCF_001560455.1	ATZ08_RS09380	WP_011278811.1	NZ_LPSB01000011.1	403916	404213
GCF_000265525.1	CL1_RS01930	WP_048152338.1	NC_018015.1	344436	344970
GCF_001602375.1	MCUHO_RS05975	WP_067075180.1	NZ_BCNY01000014.1	183657	184593
GCF_000816105.1	X802_RS09890	WP_062373601.1	NZ_CP007140.1	1791690	1792425
GCF_000979555.1	DU41_RS02280	WP_048037742.1	NZ_JJPE01000028.1	3723	4557
GCF_002287195.1	ASJ82_RS03935	WP_095608583.1	NZ_LMVN01000013.1	12962	13670
GCF_000979575.1	DU38_RS19155	WP_230625173.1	NZ_JJPG01000139.1	71391	71508
GCF_000007005.1	SSO_RS09740	WP_009991627.1	NC_002754.1	1816947	1817670
GCF_001560465.1	ATZ09_RS10185	WP_011278843.1	NZ_LPSC01000019.1	33353	33959
GCF_900109595.1	BMX72_RS07975	WP_091699787.1	NZ_FOAK01000012.1	60726	61722
GCF_000474235.1	AOZ13_RS11895	WP_020221134.1	NZ_BATA01000082.1	4119	4851
GCF_001316265.1	JCM16159_RS02410	WP_054856838.1	NZ_BBDN01000002.1	170318	170594
GCF_900003505.1	CHX39_RS14885	WP_059058536.1	NZ_CEMN01000004.1	44972	46091
GCF_002214525.1	A3L12_RS06435	WP_088883238.1	NZ_CP015104.1	1188538	1189051
GCF_001719125.1	BFU36_RS00050	WP_069281286.1	NZ_CP017006.1	23129	23858
GCF_001484685.1	ADU37_RS08610	WP_058947198.1	NZ_CP012200.1	1531549	1532845
GCF_002214585.1	A3L09_RS05965	WP_088858084.1	NZ_CP014862.1	1107318	1107576
GCF_000144915.1	ASAC_RS00020	WP_013265926.1	NC_014374.1	3311	3596
GCF_001560795.1	ATZ26_RS00170	WP_011278846.1	NZ_LPSS01000001.1	37061	37817
GCF_001560515.1	ATZ11_RS09090	WP_011278683.1	NZ_LPSE01000004.1	117196	117862
GCF_002197185.1	CDI07_RS04410	WP_088180453.1	NZ_CP021848.1	792204	792846
GCF_001560355.1	ATZ03_RS08555	WP_011278847.1	NZ_LPRW01000009.1	21941	22778
GCF_000978945.1	DU49_RS10965	WP_152557980.1	NZ_JJPB01000102.1	68536	69355
GCF_001571385.1	MEFOE_RS07035	WP_067053086.1	NZ_BCNW01000001.1	1416731	1417286
GCF_000970165.1	MSMAW_RS17535	WP_048047737.1	NZ_CP009509.1	894045	895167
GCF_000979335.1	DU31_RS02225	WP_048037784.1	NZ_JJOR01000021.1	58139	60158
GCF_001560135.1	ATY93_RS00145	WP_230937934.1	NZ_LPRM01000001.1	35167	37168
GCF_002487355.1	CL181_RS02610	WP_097297688.1	NZ_NTMG01000019.1	105642	106341
GCF_000022365.1	TGAM_RS06545	WP_015858907.1	NC_012804.1	1214507	1215311
GCF_000979375.1	DU40_RS10855	WP_011035023.1	NZ_JJOT01000082.1	22490	23081
GCF_001316065.1	JCM12091_RS05330	WP_062662179.1	NZ_BBBZ01000009.1	27694	28507
GCF_000007305.1	PF_RS02020	WP_011011506.1	NC_003413.1	401434	402160
GCF_002116695.1	B6F84_RS00115	WP_148690334.1	NZ_CP020477.1	63251	63809
GCF_000024625.1	METVU_RS00010	WP_012819421.1	NC_013407.1	1044	2013
GCF_900079115.1	SSOP1_RS07375	WP_009988394.1	NZ_LT549890.1	1337344	1338136
GCF_001560685.1	ATZ21_RS08855	WP_011278698.1	NZ_LPSN01000006.1	50394	51579
GCF_001560515.1	ATZ11_RS09070	WP_230937934.1	NZ_LPSE01000004.1	110585	112586
GCF_000978965.1	DU33_RS08440	WP_048037777.1	NZ_JJPI01000071.1	50326	51001
GCF_001266655.1	MsedA_RS05805	WP_012021097.1	NZ_CP012172.1	1094413	1094674
GCF_002952775.1	AArcSl_RS02780	WP_119814709.1	NZ_CP025066.1	568710	569715
GCF_000336715.1	C451_RS00495	WP_049912594.1	NZ_AOMF01000015.1	68896	69658
GCF_000784335.1	LT39_RS20070	WP_049992245.1	NZ_JROF01000059.1	3590	6182
GCF_000813245.1	TCARB_RS03510	WP_052886722.1	NZ_CP007493.1	662339	663794
GCF_000337175.1	C486_RS01580	WP_008452272.1	NZ_AOIJ01000030.1	129109	130162
GCF_001560675.1	ATZ19_RS11630	WP_230937918.1	NZ_LPSM01000006.1	1145	1985
GCF_000979105.1	DU44_RS16300	WP_048040959.1	NZ_JJQA01000117.1	184667	185885
GCF_000299365.1	NKOR_RS03835	WP_014963050.1	NC_018655.1	655942	656986
GCF_001729965.1	NL43_RS07900	WP_084790473.1	NZ_JRWK01000022.1	7579	9457
GCF_001481685.1	EYM_RS01695	WP_075049389.1	NZ_CP006867.1	294068	294938
GCF_001560195.1	ATY95_RS09675	WP_011278791.1	NZ_LPRO01000011.1	104096	104999
GCF_000189555.1	SIRE_RS03905	WP_014511983.1	NC_017276.1	748838	749735
GCF_001560165.1	ATY94_RS09470	WP_230937919.1	NZ_LPRN01000009.1	209523	210318
GCF_002215285.1	CF318_RS01635	WP_012659825.1	NZ_MJCD01000001.1	309594	310257
GCF_000979125.1	DU60_RS01810	WP_048037930.1	NZ_JJQE01000018.1	9233	10235
GCF_000214725.1	MSWAN_RS07020	WP_013825929.1	NC_015574.1	1538607	1539333
GCF_000979635.1	DU45_RS06540	WP_048037781.1	NZ_JJPK01000046.1	83694	85200
GCF_001560715.1	ATZ22_RS11185	WP_011278846.1	NZ_LPSO01000004.1	139819	140575
GCF_000022385.1	LS215_RS03560	WP_012713194.1	NC_012589.1	639673	640639
GCF_000011205.1	STK_RS13740	WP_010980587.1	NC_003106.2	2508080	2508776
GCF_000427685.1	HALNA_RS01970	WP_084509862.1	NZ_ATYM01000004.1	21627	22434
GCF_000363885.1	J422_RS04970	WP_004592279.1	NZ_APMM01000035.1	4700	5153
GCF_000446015.1	N186_RS03510	WP_020962391.1	NC_022093.1	623485	623764
GCF_900109695.1	BMX47_RS11930	WP_074794019.1	NZ_FOAD01000004.1	333266	335384
GCF_000969965.1	MSWHS_RS14090	WP_048129170.1	NZ_CP009503.1	3199154	3199883
GCF_900004275.1	CHX37_RS14480	WP_059058531.1	NZ_CEMZ01000003.1	76874	77135
GCF_000007225.1	PAE_RS00345	WP_011007041.1	NC_003364.1	61964	62891
