CLUSTER_1	1	20	9	0.05
CLUSTER_10	1	12	1	0.08333333333333333
CLUSTER_11	1	4	2	0.25
CLUSTER_12	1	4	3	0.25
CLUSTER_13	1	4	4	0.25
CLUSTER_14	1	3	5	0.3333333333333333
CLUSTER_15	1	8	6	0.125
CLUSTER_16	1	7	7	0.14285714285714285
CLUSTER_17	1	9	8	0.1111111111111111
CLUSTER_2	1	11	8	0.09090909090909091
CLUSTER_3	1	10	7	0.1
CLUSTER_4	2	161	5	0.012422360248447204
CLUSTER_5	1	6	4	0.16666666666666666
CLUSTER_6	1	5	3	0.2
CLUSTER_7	1	3	2	0.3333333333333333
CLUSTER_8	1	3	1	0.3333333333333333
CLUSTER_9	1	11	0	0.09090909090909091
